stage,artifact,metric,canonical_value,reproduced_value,absolute_error,tolerance,match,notes
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_18.entropy,0.895455768618237,0.895455768618237,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_18.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_18.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_18.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_18.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_19.sample,length_-10_load_+04.17_r09,length_-10_load_+04.17_r09,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_19.parameter_error,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_19.length_error_percent,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_19.load_error_percent,4.17315414838561,4.17315414838561,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_19.distance,0.363629551081184,0.363629551081184,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_19.relative_distance,1.2140130910598,1.2140130910598,0E-13,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_19.margin,5.55111512312578e-17,5.55111512312578e-17,0E-31,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_19.confidence,0.239978111257867,0.239978111257867,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_19.entropy,0.89379769706372,0.89379769706372,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_19.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_19.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_19.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_19.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_20.sample,length_-10_load_-15.85_r10,length_-10_load_-15.85_r10,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_20.parameter_error,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_20.length_error_percent,-10,-10,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_20.load_error_percent,-15.8486342716074,-15.8486342716074,0E-13,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_20.distance,0.366639063973459,0.366639063973459,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_20.relative_distance,1.21131567759708,1.21131567759708,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_20.margin,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_20.confidence,0.238379160073177,0.238379160073177,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_20.entropy,0.897305008111124,0.897305008111124,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_20.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_20.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_20.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_20.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_21.sample,length_-05_load_+10.69_r01,length_-05_load_+10.69_r01,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_21.parameter_error,-5,-5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_21.length_error_percent,-5,-5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_21.load_error_percent,10.6946093911544,10.6946093911544,0E-13,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_21.distance,0.251564093206717,0.251564093206717,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_21.relative_distance,0.862543642544835,0.862543642544835,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_21.margin,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_21.confidence,0.186294245630359,0.186294245630359,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_21.entropy,0.957990264265279,0.957990264265279,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_21.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_21.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_21.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_21.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_22.sample,length_-05_load_-14.83_r02,length_-05_load_-14.83_r02,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_22.parameter_error,-5,-5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_22.length_error_percent,-5,-5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_22.load_error_percent,-14.8347662352057,-14.8347662352057,0E-13,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_22.distance,0.253680754938416,0.253680754938416,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_22.relative_distance,0.845767430844135,0.845767430844135,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_22.margin,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_22.confidence,0.186282034817685,0.186282034817685,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_22.entropy,0.956836118564586,0.956836118564586,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_22.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_22.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_22.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_22.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_23.sample,length_-05_load_+03.28_r03,length_-05_load_+03.28_r03,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_23.parameter_error,-5,-5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_23.length_error_percent,-5,-5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_23.load_error_percent,3.27979061123541,3.27979061123541,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_23.distance,0.253344219679627,0.253344219679627,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_23.relative_distance,0.860726878117538,0.860726878117538,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_23.margin,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_23.confidence,0.186211036062148,0.186211036062148,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_23.entropy,0.957812936139859,0.957812936139859,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_23.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_23.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_23.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_23.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_24.sample,length_-05_load_-03.30_r04,length_-05_load_-03.30_r04,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_24.parameter_error,-5,-5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_24.length_error_percent,-5,-5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_24.load_error_percent,-3.29742122972355,-3.29742122972355,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_24.distance,0.252505930547687,0.252505930547687,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_24.relative_distance,0.854917008071194,0.854917008071194,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_24.margin,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_24.confidence,0.186973910456556,0.186973910456556,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_24.entropy,0.956799768514071,0.956799768514071,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_24.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_24.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_24.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_24.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_25.sample,length_-05_load_-06.05_r05,length_-05_load_-06.05_r05,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_25.parameter_error,-5,-5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_25.length_error_percent,-5,-5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_25.load_error_percent,-6.04927084802199,-6.04927084802199,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_25.distance,0.25442974752578,0.25442974752578,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_25.relative_distance,0.856205279427322,0.856205279427322,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_25.margin,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_25.confidence,0.187454879469203,0.187454879469203,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_25.entropy,0.956678110745091,0.956678110745091,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_25.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_25.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_25.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_25.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_26.sample,length_-05_load_-06.74_r06,length_-05_load_-06.74_r06,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_26.parameter_error,-5,-5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_26.length_error_percent,-5,-5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_26.load_error_percent,-6.7416582881835,-6.7416582881835,0E-13,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_26.distance,0.254163293801045,0.254163293801045,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_parameter_uncertainty.csv,row_26.relative_distance,0.853591891964402,0.853591891964402,0E-15,1E-12,true,ordered row and column comparison
