sample_index,h_sampled_real,h_sampled_imag
560,2.38361363186134e-05,8.7315003417761e-05
561,7.32499309197416e-05,0.000153139439061546
562,-3.56669163886591e-05,0.000115406868597581
563,2.82241940913837e-05,0.000138746367586644
564,-8.93672002772229e-05,0.000125935275823819
565,-2.07190028948337e-05,0.000103574281733585
566,-0.000129228082081379,0.000117447342317682
567,-6.61944080996577e-05,5.30672237231941e-05
568,-0.000149353174114416,9.13556362139261e-05
569,-0.000101389592709592,-5.06555733325837e-06
570,-0.000146855461968981,5.17080076268767e-05
571,-0.000121084026307953,-6.20226283287574e-05
572,-0.00012227040273925,4.56305271353182e-06
573,-0.000122424053110164,-0.000109239808782249
574,-7.94536668012993e-05,-4.29333837082034e-05
575,-0.000105338851499037,-0.000139676759273047
576,-2.4981577164217e-05,-8.36326242463644e-05
577,-7.25338561596406e-05,-0.000148870906311223
578,3.28594193095749e-05,-0.000111465456199915
579,-2.90565587565146e-05,-0.000135596194780889
580,8.53428597438496e-05,-0.00012234562968387
581,1.8487052077061e-05,-0.000102014914675585
582,0.000124617380733042,-0.000114756830279403
583,6.2926915600186e-05,-5.33195788783485e-05
584,0.000144869715049313,-8.99625017548346e-05
585,9.76028112991878e-05,3.06285699384006e-06
586,0.000143183295131227,-5.18047467084074e-05
587,0.000117364676751162,5.85980147400959e-05
588,0.00011996083800437,-6.11153867526136e-06
589,0.000119339905604068,0.000104935436948775
590,7.88431167031305e-05,4.01940660327428e-05
591,0.000103350889474445,0.000135164953442539
592,2.61394079817653e-05,8.01436722634844e-05
593,7.19231631424564e-05,0.000144847680603995
594,-3.01408148413723e-05,0.000107772579960675
595,2.98858871954468e-05,0.000132667401994491
596,-8.15063647838734e-05,0.000119009189037282
597,-1.63713715896647e-05,0.000100605158944865
598,-0.000120265049106627,0.000112270773959304
599,-5.98668256310507e-05,5.36150877575169e-05
600,-0.000140669640951488,8.86834908143196e-05
601,-9.40739185764983e-05,-1.13765696360946e-06
602,-0.000139766646749659,5.19022495863069e-05
603,-0.000113902352558552,-5.5362304620098e-05
604,-0.000117828473684383,7.54803140239073e-06
605,-0.000116460456994761,-0.000100898555565725
606,-7.82944952286001e-05,-3.76543639891482e-05
607,-0.000101475901282127,-0.000130947628854874
608,-2.72310731232455e-05,-7.68974962373907e-05
609,-7.13175637081616e-05,-0.000141087263077648
610,2.76000942099373e-05,-0.00010431550462641
611,-3.06210891664248e-05,-0.000129920877554021
612,7.79213952351106e-05,-0.000115859359846116
613,1.442294017118e-05,-9.92671261757954e-05
614,0.000116187757241987,-0.000109893414018775
615,5.70092759123792e-05,-5.38649284424397e-05
616,0.000136716100051041,-8.74259804292442e-05
617,9.0744321905622e-05,-6.42345287061975e-07
618,0.000136527821327813,-5.19425423578813e-05
619,0.00011060581977977,5.2337675000821e-05
620,0.00011578206457802,-8.86754634126627e-06
621,0.000113693164657657,9.70980371375569e-05
622,7.77346537614798e-05,3.52665823764874e-05
623,9.96507105560683e-05,0.000126951605597523
624,2.82259690510394e-05,7.38124715766772e-05
625,7.07014470594144e-05,0.00013750024891149
626,-2.52174079383232e-05,0.000101006983327236
