scenario,scheme,stage,library,truth_group,n,truth_in_library_n,truth_set_covered_k,truth_set_coverage,coverage_low95,coverage_high95,mean_set_size,correct_unique_k,correct_unique_rate,correct_unique_low95,correct_unique_high95,false_unique_k,false_unique_rate,false_unique_low95,false_unique_high95,unique_k,ambiguous_k,low_confidence_k,rejected_k,nonempty_set_k,nonempty_set_rate,measurement_count,receiver_port_count,changes_termination
T_first_segment_asymmetry,A1_H_25,A1,diagnostic_pair,MIRROR_M3,50,50,50,1,0.928652400866641,1,1.94,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,47,2,1,50,1,1,1,1
T_first_segment_asymmetry,A1_H_25,A1,original_three,ALL,200,150,140,0.933333333333333,0.881637644883941,0.963388143330393,0.935,84,0.42,0.353735991616167,0.489279260604195,22,0.11,0.0737724446012531,0.160926909973015,106,0,67,27,187,0.935,1,1,1
T_first_segment_asymmetry,A1_H_25,A1,original_three,G001,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,34,0.68,0.54189702691856,0.792417837393431,0,0,0,0.0713475991333584,34,0,0,16,48,0.96,1,1,1
T_first_segment_asymmetry,A1_H_25,A1,original_three,G002,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,27,0.54,0.403988713991575,0.670303478077756,0,0,0,0.0713475991333584,27,0,20,3,47,0.94,1,1,1
T_first_segment_asymmetry,A1_H_25,A1,original_three,G003,50,50,45,0.9,0.786397685625204,0.95652423506811,0.9,23,0.46,0.329696521922244,0.596011286008425,0,0,0,0.0713475991333584,23,0,22,5,45,0.9,1,1,1
T_first_segment_asymmetry,A1_H_25,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0.94,0,0,0,0.0713475991333584,22,0.44,0.311621992112572,0.576939719783431,22,0,25,3,47,0.94,1,1,1
T_first_segment_asymmetry,A1_Zin_25,A1,diagnostic_pair,ALL,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,94,0.94,0.875231845541041,0.972213876036812,0,0,0,0.0369934982069855,94,0,0,6,96,0.96,1,1,1
T_first_segment_asymmetry,A1_Zin_25,A1,diagnostic_pair,G003,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,45,0.9,0.786397685625204,0.95652423506811,0,0,0,0.0713475991333584,45,0,0,5,47,0.94,1,1,1
T_first_segment_asymmetry,A1_Zin_25,A1,diagnostic_pair,MIRROR_M3,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_first_segment_asymmetry,A1_Zin_25,A1,original_three,ALL,200,150,142,0.946666666666667,0.898296121618046,0.972730460079806,0.71,129,0.645,0.576521130754905,0.708013724595688,0,0,0,0.0188453263772665,129,0,0,71,142,0.71,1,1,1
T_first_segment_asymmetry,A1_Zin_25,A1,original_three,G001,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,35,0.7,0.562496495355466,0.80896446499119,0,0,0,0.0713475991333584,35,0,0,15,48,0.96,1,1,1
T_first_segment_asymmetry,A1_Zin_25,A1,original_three,G002,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_first_segment_asymmetry,A1_Zin_25,A1,original_three,G003,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_first_segment_asymmetry,A1_Zin_25,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_first_segment_asymmetry,A1_H_Zin_25,A1,diagnostic_pair,ALL,100,100,95,0.95,0.888249530768081,0.978456320845632,0.95,94,0.94,0.875231845541041,0.972213876036812,0,0,0,0.0369934982069855,94,0,0,6,95,0.95,1,1,1
T_first_segment_asymmetry,A1_H_Zin_25,A1,diagnostic_pair,G003,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,45,0.9,0.786397685625204,0.95652423506811,0,0,0,0.0713475991333584,45,0,0,5,46,0.92,1,1,1
T_first_segment_asymmetry,A1_H_Zin_25,A1,diagnostic_pair,MIRROR_M3,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_first_segment_asymmetry,A1_H_Zin_25,A1,original_three,ALL,200,150,141,0.94,0.889910229165298,0.968115955790795,0.705,128,0.64,0.571415281660031,0.703308026954334,0,0,0,0.0188453263772665,128,0,0,72,141,0.705,1,1,1
T_first_segment_asymmetry,A1_H_Zin_25,A1,original_three,G001,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,35,0.7,0.562496495355466,0.80896446499119,0,0,0,0.0713475991333584,35,0,0,15,48,0.96,1,1,1
T_first_segment_asymmetry,A1_H_Zin_25,A1,original_three,G002,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_first_segment_asymmetry,A1_H_Zin_25,A1,original_three,G003,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,46,0.92,1,1,1
T_first_segment_asymmetry,A1_H_Zin_25,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_first_segment_asymmetry,A1_H_100,A1,diagnostic_pair,ALL,100,100,92,0.92,0.850018922990513,0.958906538515619,1.75,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,83,9,8,92,0.92,1,1,1
T_first_segment_asymmetry,A1_H_100,A1,diagnostic_pair,G003,50,50,42,0.84,0.71485783936965,0.916625793219666,1.62,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,39,3,8,42,0.84,1,1,1
T_first_segment_asymmetry,A1_H_100,A1,diagnostic_pair,MIRROR_M3,50,50,50,1,0.928652400866641,1,1.88,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,44,6,0,50,1,1,1,1
T_first_segment_asymmetry,A1_H_100,A1,original_three,ALL,200,150,134,0.893333333333333,0.833753777415853,0.933269630347926,0.89,35,0.175,0.128605150662733,0.23364431148249,0,0,0,0.0188453263772665,35,0,132,33,178,0.89,1,1,1
T_first_segment_asymmetry,A1_H_100,A1,original_three,G001,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,35,0.7,0.562496495355466,0.80896446499119,0,0,0,0.0713475991333584,35,0,0,15,46,0.92,1,1,1
T_first_segment_asymmetry,A1_H_100,A1,original_three,G002,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,46,4,46,0.92,1,1,1
T_first_segment_asymmetry,A1_H_100,A1,original_three,G003,50,50,42,0.84,0.71485783936965,0.916625793219666,0.84,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,42,8,42,0.84,1,1,1
T_first_segment_asymmetry,A1_H_100,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0.88,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,44,6,44,0.88,1,1,1
T_first_segment_asymmetry,A1_Zin_100,A1,diagnostic_pair,ALL,100,100,90,0.9,0.825634338495087,0.944770862939325,0.9,90,0.9,0.825634338495087,0.944770862939325,0,0,0,0.0369934982069855,90,0,0,10,90,0.9,1,1,1
T_first_segment_asymmetry,A1_Zin_100,A1,diagnostic_pair,G003,50,50,43,0.86,0.738138062894145,0.930491665729837,0.86,43,0.86,0.738138062894145,0.930491665729837,0,0,0,0.0713475991333584,43,0,0,7,43,0.86,1,1,1
T_first_segment_asymmetry,A1_Zin_100,A1,diagnostic_pair,MIRROR_M3,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_first_segment_asymmetry,A1_Zin_100,A1,original_three,ALL,200,150,140,0.933333333333333,0.881637644883941,0.963388143330393,0.7,131,0.655,0.586755892590537,0.717402056232511,0,0,0,0.0188453263772665,131,0,0,69,140,0.7,1,1,1
T_first_segment_asymmetry,A1_Zin_100,A1,original_three,G001,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,39,0.78,0.647584504187464,0.872460840297856,0,0,0,0.0713475991333584,39,0,0,11,48,0.96,1,1,1
T_first_segment_asymmetry,A1_Zin_100,A1,original_three,G002,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_first_segment_asymmetry,A1_Zin_100,A1,original_three,G003,50,50,43,0.86,0.738138062894145,0.930491665729837,0.86,43,0.86,0.738138062894145,0.930491665729837,0,0,0,0.0713475991333584,43,0,0,7,43,0.86,1,1,1
T_first_segment_asymmetry,A1_Zin_100,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_first_segment_asymmetry,A1_H_Zin_100,A1,diagnostic_pair,ALL,100,100,90,0.9,0.825634338495087,0.944770862939325,0.9,90,0.9,0.825634338495087,0.944770862939325,0,0,0,0.0369934982069855,90,0,0,10,90,0.9,1,1,1
T_first_segment_asymmetry,A1_H_Zin_100,A1,diagnostic_pair,G003,50,50,43,0.86,0.738138062894145,0.930491665729837,0.86,43,0.86,0.738138062894145,0.930491665729837,0,0,0,0.0713475991333584,43,0,0,7,43,0.86,1,1,1
T_first_segment_asymmetry,A1_H_Zin_100,A1,diagnostic_pair,MIRROR_M3,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_first_segment_asymmetry,A1_H_Zin_100,A1,original_three,ALL,200,150,140,0.933333333333333,0.881637644883941,0.963388143330393,0.7,131,0.655,0.586755892590537,0.717402056232511,0,0,0,0.0188453263772665,131,0,0,69,140,0.7,1,1,1
T_first_segment_asymmetry,A1_H_Zin_100,A1,original_three,G001,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,39,0.78,0.647584504187464,0.872460840297856,0,0,0,0.0713475991333584,39,0,0,11,48,0.96,1,1,1
T_first_segment_asymmetry,A1_H_Zin_100,A1,original_three,G002,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_first_segment_asymmetry,A1_H_Zin_100,A1,original_three,G003,50,50,43,0.86,0.738138062894145,0.930491665729837,0.86,43,0.86,0.738138062894145,0.930491665729837,0,0,0,0.0713475991333584,43,0,0,7,43,0.86,1,1,1
T_first_segment_asymmetry,A1_H_Zin_100,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_first_segment_asymmetry,A1_H_200,A1,diagnostic_pair,ALL,100,100,93,0.93,0.862504852609265,0.965680738932727,1.54,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,61,31,8,93,0.93,1,1,1
T_first_segment_asymmetry,A1_H_200,A1,diagnostic_pair,G003,50,50,44,0.88,0.76195182616797,0.943823998490677,1.44,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,28,16,6,44,0.88,1,1,1
T_first_segment_asymmetry,A1_H_200,A1,diagnostic_pair,MIRROR_M3,50,50,49,0.98,0.895045564103622,0.996460740728354,1.64,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,33,15,2,49,0.98,1,1,1
T_first_segment_asymmetry,A1_H_200,A1,original_three,ALL,200,150,137,0.913333333333333,0.857371776263781,0.948652821725276,0.85,35,0.175,0.128605150662733,0.23364431148249,0,0,0,0.0188453263772665,35,0,125,40,170,0.85,1,1,1
T_first_segment_asymmetry,A1_H_200,A1,original_three,G001,50,50,45,0.9,0.786397685625204,0.95652423506811,0.9,35,0.7,0.562496495355466,0.80896446499119,0,0,0,0.0713475991333584,35,0,0,15,45,0.9,1,1,1
T_first_segment_asymmetry,A1_H_200,A1,original_three,G002,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,48,2,48,0.96,1,1,1
T_first_segment_asymmetry,A1_H_200,A1,original_three,G003,50,50,44,0.88,0.76195182616797,0.943823998490677,0.88,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,44,6,44,0.88,1,1,1
T_first_segment_asymmetry,A1_H_200,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0.66,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,33,17,33,0.66,1,1,1
T_first_segment_asymmetry,A1_Zin_200,A1,diagnostic_pair,ALL,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,96,0.96,0.901629285641121,0.984336696008452,0,0,0,0.0369934982069855,96,0,0,4,96,0.96,1,1,1
T_first_segment_asymmetry,A1_Zin_200,A1,diagnostic_pair,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_first_segment_asymmetry,A1_Zin_200,A1,diagnostic_pair,MIRROR_M3,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_first_segment_asymmetry,A1_Zin_200,A1,original_three,ALL,200,150,144,0.96,0.915486535783444,0.981540839397926,0.72,139,0.695,0.628014479020216,0.754635843692649,0,0,0,0.0188453263772665,139,0,0,61,144,0.72,1,1,1
T_first_segment_asymmetry,A1_Zin_200,A1,original_three,G001,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_first_segment_asymmetry,A1_Zin_200,A1,original_three,G002,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,48,0.96,1,1,1
T_first_segment_asymmetry,A1_Zin_200,A1,original_three,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,49,0.98,1,1,1
T_first_segment_asymmetry,A1_Zin_200,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_first_segment_asymmetry,A1_H_Zin_200,A1,diagnostic_pair,ALL,100,100,96,0.96,0.901629285641121,0.984336696008452,0.96,96,0.96,0.901629285641121,0.984336696008452,0,0,0,0.0369934982069855,96,0,0,4,96,0.96,1,1,1
T_first_segment_asymmetry,A1_H_Zin_200,A1,diagnostic_pair,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_first_segment_asymmetry,A1_H_Zin_200,A1,diagnostic_pair,MIRROR_M3,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_first_segment_asymmetry,A1_H_Zin_200,A1,original_three,ALL,200,150,144,0.96,0.915486535783444,0.981540839397926,0.72,139,0.695,0.628014479020216,0.754635843692649,0,0,0,0.0188453263772665,139,0,0,61,144,0.72,1,1,1
T_first_segment_asymmetry,A1_H_Zin_200,A1,original_three,G001,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_first_segment_asymmetry,A1_H_Zin_200,A1,original_three,G002,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,48,0.96,1,1,1
T_first_segment_asymmetry,A1_H_Zin_200,A1,original_three,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,49,0.98,1,1,1
T_first_segment_asymmetry,A1_H_Zin_200,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_first_segment_asymmetry,B_H50_repeat,B,diagnostic_pair,ALL,100,100,96,0.96,0.901629285641121,0.984336696008452,1.86,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,89,3,8,96,0.96,2,1,0
T_first_segment_asymmetry,B_H50_repeat,B,diagnostic_pair,G003,50,50,47,0.94,0.837829083111618,0.979385029651026,1.78,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,41,3,6,47,0.94,2,1,0
T_first_segment_asymmetry,B_H50_repeat,B,diagnostic_pair,MIRROR_M3,50,50,49,0.98,0.895045564103622,0.996460740728354,1.94,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,48,0,2,49,0.98,2,1,0
T_first_segment_asymmetry,B_H50_repeat,B,original_three,ALL,200,150,139,0.926666666666667,0.87346420663296,0.958561184839615,0.935,60,0.3,0.240747446823714,0.366790683727193,8,0.04,0.0204056320661523,0.0769320682009329,68,0,110,22,187,0.935,2,1,0
T_first_segment_asymmetry,B_H50_repeat,B,original_three,G001,50,50,45,0.9,0.786397685625204,0.95652423506811,0.9,36,0.72,0.583348763040435,0.825258293340888,0,0,0,0.0713475991333584,36,0,0,14,45,0.9,2,1,0
T_first_segment_asymmetry,B_H50_repeat,B,original_three,G002,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,16,0.32,0.207582162606569,0.45810297308144,0,0,0,0.0713475991333584,16,0,31,3,47,0.94,2,1,0
T_first_segment_asymmetry,B_H50_repeat,B,original_three,G003,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,8,0.16,0.0833742067803342,0.28514216063035,0,0,0,0.0713475991333584,8,0,39,3,47,0.94,2,1,0
T_first_segment_asymmetry,B_H50_repeat,B,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0.96,0,0,0,0.0713475991333584,8,0.16,0.0833742067803342,0.28514216063035,8,0,40,2,48,0.96,2,1,0
T_first_segment_asymmetry,B_H50_Hsecond,B,diagnostic_pair,ALL,100,100,95,0.95,0.888249530768081,0.978456320845632,1.73,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,78,16,6,95,0.95,2,1,1
T_first_segment_asymmetry,B_H50_Hsecond,B,diagnostic_pair,G003,50,50,47,0.94,0.837829083111618,0.979385029651026,1.66,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,36,10,4,47,0.94,2,1,1
T_first_segment_asymmetry,B_H50_Hsecond,B,diagnostic_pair,MIRROR_M3,50,50,48,0.96,0.86539909312493,0.98896111567238,1.8,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,42,6,2,48,0.96,2,1,1
T_first_segment_asymmetry,B_H50_Hsecond,B,original_three,ALL,200,150,142,0.946666666666667,0.898296121618046,0.972730460079806,0.92,36,0.18,0.132946258594202,0.239114750287249,0,0,0,0.0188453263772665,36,0,137,27,184,0.92,2,1,1
T_first_segment_asymmetry,B_H50_Hsecond,B,original_three,G001,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,36,0.72,0.583348763040435,0.825258293340888,0,0,0,0.0713475991333584,36,0,0,14,47,0.94,2,1,1
T_first_segment_asymmetry,B_H50_Hsecond,B,original_three,G002,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,48,2,48,0.96,2,1,1
T_first_segment_asymmetry,B_H50_Hsecond,B,original_three,G003,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,47,3,47,0.94,2,1,1
T_first_segment_asymmetry,B_H50_Hsecond,B,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0.84,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,42,8,42,0.84,2,1,1
T_first_segment_asymmetry,C_Hendpoint_loaded,C,diagnostic_pair,ALL,100,100,96,0.96,0.901629285641121,0.984336696008452,1.84,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,86,6,8,96,0.96,1,2,0
T_first_segment_asymmetry,C_Hendpoint_loaded,C,diagnostic_pair,G003,50,50,47,0.94,0.837829083111618,0.979385029651026,1.74,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,39,5,6,47,0.94,1,2,0
T_first_segment_asymmetry,C_Hendpoint_loaded,C,diagnostic_pair,MIRROR_M3,50,50,49,0.98,0.895045564103622,0.996460740728354,1.94,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,47,1,2,49,0.98,1,2,0
T_first_segment_asymmetry,C_Hendpoint_loaded,C,original_three,ALL,200,150,142,0.946666666666667,0.898296121618046,0.972730460079806,0.95,62,0.31,0.249989448360781,0.37717177566258,8,0.04,0.0204056320661523,0.0769320682009329,70,0,108,22,190,0.95,1,2,0
T_first_segment_asymmetry,C_Hendpoint_loaded,C,original_three,G001,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,36,0.72,0.583348763040435,0.825258293340888,0,0,0,0.0713475991333584,36,0,0,14,48,0.96,1,2,0
T_first_segment_asymmetry,C_Hendpoint_loaded,C,original_three,G002,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,16,0.32,0.207582162606569,0.45810297308144,0,0,0,0.0713475991333584,16,0,31,3,47,0.94,1,2,0
T_first_segment_asymmetry,C_Hendpoint_loaded,C,original_three,G003,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,10,0.2,0.112437500157761,0.330371059322254,0,0,0,0.0713475991333584,10,0,37,3,47,0.94,1,2,0
T_first_segment_asymmetry,C_Hendpoint_loaded,C,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0.96,0,0,0,0.0713475991333584,8,0.16,0.0833742067803342,0.28514216063035,8,0,40,2,48,0.96,1,2,0
T_first_segment_asymmetry,C_Hnode,C,diagnostic_pair,ALL,100,100,92,0.92,0.850018922990513,0.958906538515619,0.92,92,0.92,0.850018922990513,0.958906538515619,0,0,0,0.0369934982069855,92,0,0,8,92,0.92,1,2,0
T_first_segment_asymmetry,C_Hnode,C,diagnostic_pair,G003,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,46,0.92,1,2,0
T_first_segment_asymmetry,C_Hnode,C,diagnostic_pair,MIRROR_M3,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,46,0.92,1,2,0
T_first_segment_asymmetry,C_Hnode,C,original_three,ALL,200,150,142,0.946666666666667,0.898296121618046,0.972730460079806,0.71,35,0.175,0.128605150662733,0.23364431148249,0,0,0,0.0188453263772665,35,0,94,71,142,0.71,1,2,0
T_first_segment_asymmetry,C_Hnode,C,original_three,G001,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,35,0.7,0.562496495355466,0.80896446499119,0,0,0,0.0713475991333584,35,0,0,15,48,0.96,1,2,0
T_first_segment_asymmetry,C_Hnode,C,original_three,G002,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,48,2,48,0.96,1,2,0
T_first_segment_asymmetry,C_Hnode,C,original_three,G003,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,46,4,46,0.92,1,2,0
T_first_segment_asymmetry,C_Hnode,C,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,2,0
T_first_segment_asymmetry,C_Hendpoint_Hnode,C,diagnostic_pair,ALL,100,100,98,0.98,0.929988209271456,0.994498032449838,0.98,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,95,0,0,5,98,0.98,1,2,0
T_first_segment_asymmetry,C_Hendpoint_Hnode,C,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,2,0
T_first_segment_asymmetry,C_Hendpoint_Hnode,C,diagnostic_pair,MIRROR_M3,50,50,50,1,0.928652400866641,1,1,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,50,1,1,2,0
T_first_segment_asymmetry,C_Hendpoint_Hnode,C,original_three,ALL,200,150,143,0.953333333333333,0.906813527600873,0.977213450838738,0.715,35,0.175,0.128605150662733,0.23364431148249,0,0,0,0.0188453263772665,35,0,95,70,143,0.715,1,2,0
T_first_segment_asymmetry,C_Hendpoint_Hnode,C,original_three,G001,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,35,0.7,0.562496495355466,0.80896446499119,0,0,0,0.0713475991333584,35,0,0,15,48,0.96,1,2,0
T_first_segment_asymmetry,C_Hendpoint_Hnode,C,original_three,G002,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,47,3,47,0.94,1,2,0
T_first_segment_asymmetry,C_Hendpoint_Hnode,C,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,48,2,48,0.96,1,2,0
T_first_segment_asymmetry,C_Hendpoint_Hnode,C,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,2,0
T_termination_error,A0_H50,A0,diagnostic_pair,ALL,100,100,94,0.94,0.875231845541041,0.972213876036812,1.88,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,93,2,5,95,0.95,1,1,0
T_termination_error,A0_H50,A0,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,1.9,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,47,1,2,48,0.96,1,1,0
